,Family name,Family,Subfamily,Common name,Scientific name,2022 IUCN Red List category
267,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Natal Francolin,Pternistis natalensis,LC
268,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Hildebrandt's Francolin,Pternistis hildebrandti,LC
269,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Ahanta Francolin,Pternistis ahantensis,LC
270,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Scaly Francolin,Pternistis squamatus,LC
271,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Grey-striped Francolin,Pternistis griseostriatus,LC
272,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Yellow-necked Francolin,Pternistis leucoscepus,LC
273,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Grey-breasted Francolin,Pternistis rufopictus,LC
274,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Red-necked Francolin,Pternistis afer,LC
275,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Swainson's Francolin,Pternistis swainsonii,LC
276,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Jackson's Francolin,Pternistis jacksoni,LC
277,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Handsome Francolin,Pternistis nobilis,LC
278,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Mount Cameroon Francolin,Pternistis camerunensis,EN
279,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Swierstra's Francolin,Pternistis swierstrai,EN
280,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Chestnut-naped Francolin,Pternistis castaneicollis,LC
281,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Black-fronted Francolin,Pternistis atrifrons,EN
282,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Erckel's Francolin,Pternistis erckelii,LC
283,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Djibouti Francolin,Pternistis ochropectus,CR
284,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Black Francolin,Francolinus francolinus,LC
285,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Painted Francolin,Francolinus pictus,LC
286,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Chinese Francolin,Francolinus pintadeanus,LC
287,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Grey Francolin,Francolinus pondicerianus,LC
288,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Swamp Francolin,Francolinus gularis,VU
289,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Crested Francolin,Dendroperdix sephaena,LC
290,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Coqui Francolin,Peliperdix coqui,LC
291,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,White-throated Francolin,Peliperdix albogularis,LC
292,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Schlegel's Francolin,Peliperdix schlegelii,LC
293,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Forest Francolin,Peliperdix lathami,LC
294,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Ring-necked Francolin,Scleroptila streptophora,NT
295,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Red-winged Francolin,Scleroptila levaillantii,LC
296,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Grey-winged Francolin,Scleroptila afra,LC
297,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Finsch's Francolin,Scleroptila finschi,LC
298,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Moorland Francolin,Scleroptila psilolaema,NT
299,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Elgon Francolin,Scleroptila elgonensis,NT
300,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Shelley's Francolin,Scleroptila shelleyi,LC
301,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Whyte's Francolin,Scleroptila whytei,LC
302,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Orange River Francolin,Scleroptila gutturalis,LC
303,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Mountain Bamboo-partridge,Bambusicola fytchii,LC
304,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Chinese Bamboo-partridge,Bambusicola thoracicus,LC
305,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Taiwan Bamboo-partridge,Bambusicola sonorivox,LC
306,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Red Junglefowl,Gallus gallus,LC
307,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Grey Junglefowl,Gallus sonneratii,LC
308,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Sri Lanka Junglefowl,Gallus lafayettii,LC
309,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Green Junglefowl,Gallus varius,LC
310,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Chestnut-throated Partridge,Tetraophasis obscurus,LC
311,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Buff-throated Partridge,Tetraophasis szechenyii,LC
312,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Himalayan Monal,Lophophorus impejanus,LC
313,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Sclater's Monal,Lophophorus sclateri,VU
314,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Chinese Monal,Lophophorus lhuysii,VU
315,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Western Tragopan,Tragopan melanocephalus,VU
316,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Satyr Tragopan,Tragopan satyra,NT
317,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Blyth's Tragopan,Tragopan blythii,VU
318,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Temminck's Tragopan,Tragopan temminckii,LC
319,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Cabot's Tragopan,Tragopan caboti,VU
320,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Blood Pheasant,Ithaginis cruentus,LC
321,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Koklass Pheasant,Pucrasia macrolopha,LC
322,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Elliot's Pheasant,Syrmaticus ellioti,NT
323,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Mrs Hume's Pheasant,Syrmaticus humiae,NT
324,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Mikado Pheasant,Syrmaticus mikado,NT
325,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Copper Pheasant,Syrmaticus soemmerringii,NT
326,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Reeves's Pheasant,Syrmaticus reevesii,VU
327,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Golden Pheasant,Chrysolophus pictus,LC
328,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Lady Amherst's Pheasant,Chrysolophus amherstiae,LC
329,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Common Pheasant,Phasianus colchicus,LC
330,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Green Pheasant,Phasianus versicolor,LC
331,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,White Eared-pheasant,Crossoptilon crossoptilon,NT
332,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Tibetan Eared-pheasant,Crossoptilon harmani,NT
333,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Brown Eared-pheasant,Crossoptilon mantchuricum,VU
334,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Blue Eared-pheasant,Crossoptilon auritum,LC
335,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Cheer Pheasant,Catreus wallichii,VU
336,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Kalij Pheasant,Lophura leucomelanos,LC
337,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Silver Pheasant,Lophura nycthemera,LC
338,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Vietnam Pheasant,Lophura edwardsi,CR
339,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Swinhoe's Pheasant,Lophura swinhoii,NT
340,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Salvadori's Pheasant,Lophura inornata,NT
341,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Malay Crestless Fireback,Lophura erythrophthalma,CR
342,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Bornean Crestless Fireback,Lophura pyronota,EN
343,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Bornean Crested Fireback,Lophura ignita,VU
344,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Malay Crested Fireback,Lophura rufa,VU
345,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Siamese Fireback,Lophura diardi,LC
346,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Bulwer's Pheasant,Lophura bulweri,VU
347,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Grey Partridge,Perdix perdix,LC
348,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Daurian Partridge,Perdix dauurica,LC
349,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Tibetan Partridge,Perdix hodgsoniae,LC
350,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Wild Turkey,Meleagris gallopavo,LC
351,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Ocellated Turkey,Meleagris ocellata,NT
352,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Ruffed Grouse,Bonasa umbellus,LC
353,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Hazel Grouse,Bonasa bonasia,LC
354,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Chinese Grouse,Bonasa sewerzowi,NT
355,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Willow Grouse,Lagopus lagopus,LC
356,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Rock Ptarmigan,Lagopus muta,LC
357,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,White-tailed Ptarmigan,Lagopus leucura,LC
358,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Dusky Grouse,Dendragapus obscurus,LC
359,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Sooty Grouse,Dendragapus fuliginosus,LC
360,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Siberian Grouse,Falcipennis falcipennis,NT
361,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Spruce Grouse,Falcipennis canadensis,LC
362,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Franklin's Grouse,Falcipennis franklinii,LC
363,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Western Capercaillie,Tetrao urogallus,LC
364,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Black-billed Capercaillie,Tetrao urogalloides,LC
365,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Black Grouse,Lyrurus tetrix,LC
366,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Caucasian Grouse,Lyrurus mlokosiewiczi,NT
367,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Sage Grouse,Centrocercus urophasianus,NT
368,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Gunnison Grouse,Centrocercus minimus,EN
369,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Sharp-tailed Grouse,Tympanuchus phasianellus,LC
370,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Greater Prairie-chicken,Tympanuchus cupido,NT
371,Phasianidae,"Pheasants, Partridges, Turkeys, Grouse",Phasianinae,Lesser Prairie-chicken,Tympanuchus pallidicinctus,VU
372,Anhimidae,Screamers,,Horned Screamer,Anhima cornuta,LC
373,Anhimidae,Screamers,,Northern Screamer,Chauna chavaria,NT
374,Anhimidae,Screamers,,Southern Screamer,Chauna torquata,LC
375,Anseranatidae,Magpie Goose,,Magpie Goose,Anseranas semipalmata,LC
376,Anatidae,"Ducks, Geese, Swans",Dendrocygninae,White-faced Whistling-duck,Dendrocygna viduata,LC
377,Anatidae,"Ducks, Geese, Swans",Dendrocygninae,Black-bellied Whistling-duck,Dendrocygna autumnalis,LC
378,Anatidae,"Ducks, Geese, Swans",Dendrocygninae,Spotted Whistling-duck,Dendrocygna guttata,LC
379,Anatidae,"Ducks, Geese, Swans",Dendrocygninae,West Indian Whistling-duck,Dendrocygna arborea,NT
380,Anatidae,"Ducks, Geese, Swans",Dendrocygninae,Fulvous Whistling-duck,Dendrocygna bicolor,LC
381,Anatidae,"Ducks, Geese, Swans",Dendrocygninae,Plumed Whistling-duck,Dendrocygna eytoni,LC
382,Anatidae,"Ducks, Geese, Swans",Dendrocygninae,Wandering Whistling-duck,Dendrocygna arcuata,LC
383,Anatidae,"Ducks, Geese, Swans",Dendrocygninae,Lesser Whistling-duck,Dendrocygna javanica,LC
384,Anatidae,"Ducks, Geese, Swans",Dendrocygninae,White-backed Duck,Thalassornis leuconotus,LC
385,Anatidae,"Ducks, Geese, Swans",Oxyurinae,Black-headed Duck,Heteronetta atricapilla,LC
386,Anatidae,"Ducks, Geese, Swans",Oxyurinae,Masked Duck,Nomonyx dominicus,LC
387,Anatidae,"Ducks, Geese, Swans",Oxyurinae,Ruddy Duck,Oxyura jamaicensis,LC
388,Anatidae,"Ducks, Geese, Swans",Oxyurinae,Andean Duck,Oxyura ferruginea,LC
389,Anatidae,"Ducks, Geese, Swans",Oxyurinae,Lake Duck,Oxyura vittata,LC
390,Anatidae,"Ducks, Geese, Swans",Oxyurinae,Blue-billed Duck,Oxyura australis,LC
391,Anatidae,"Ducks, Geese, Swans",Oxyurinae,Maccoa Duck,Oxyura maccoa,EN
392,Anatidae,"Ducks, Geese, Swans",Oxyurinae,White-headed Duck,Oxyura leucocephala,EN
393,Anatidae,"Ducks, Geese, Swans",Oxyurinae,Musk Duck,Biziura lobata,LC
394,Anatidae,"Ducks, Geese, Swans",Anserinae,Pink-eared Duck,Malacorhynchus membranaceus,LC
395,Anatidae,"Ducks, Geese, Swans",Anserinae,Freckled Duck,Stictonetta naevosa,LC
396,Anatidae,"Ducks, Geese, Swans",Anserinae,Cape Barren Goose,Cereopsis novaehollandiae,LC
397,Anatidae,"Ducks, Geese, Swans",Anserinae,Coscoroba Swan,Coscoroba coscoroba,LC
398,Anatidae,"Ducks, Geese, Swans",Anserinae,Black-necked Swan,Cygnus melancoryphus,LC
399,Anatidae,"Ducks, Geese, Swans",Anserinae,Black Swan,Cygnus atratus,LC
400,Anatidae,"Ducks, Geese, Swans",Anserinae,Mute Swan,Cygnus olor,LC
401,Anatidae,"Ducks, Geese, Swans",Anserinae,Trumpeter Swan,Cygnus buccinator,LC
402,Anatidae,"Ducks, Geese, Swans",Anserinae,Whooper Swan,Cygnus cygnus,LC
403,Anatidae,"Ducks, Geese, Swans",Anserinae,Tundra Swan,Cygnus columbianus,LC
404,Anatidae,"Ducks, Geese, Swans",Anserinae,Brent Goose,Branta bernicla,LC
405,Anatidae,"Ducks, Geese, Swans",Anserinae,Barnacle Goose,Branta leucopsis,LC
406,Anatidae,"Ducks, Geese, Swans",Anserinae,Red-breasted Goose,Branta ruficollis,VU
407,Anatidae,"Ducks, Geese, Swans",Anserinae,Cackling Goose,Branta hutchinsii,LC
408,Anatidae,"Ducks, Geese, Swans",Anserinae,Canada Goose,Branta canadensis,LC
409,Anatidae,"Ducks, Geese, Swans",Anserinae,Hawaiian Goose,Branta sandvicensis,NT
410,Anatidae,"Ducks, Geese, Swans",Anserinae,Emperor Goose,Anser canagicus,NT
411,Anatidae,"Ducks, Geese, Swans",Anserinae,Snow Goose,Anser caerulescens,LC
412,Anatidae,"Ducks, Geese, Swans",Anserinae,Ross's Goose,Anser rossii,LC
413,Anatidae,"Ducks, Geese, Swans",Anserinae,Bar-headed Goose,Anser indicus,LC
414,Anatidae,"Ducks, Geese, Swans",Anserinae,Greylag Goose,Anser anser,LC
415,Anatidae,"Ducks, Geese, Swans",Anserinae,Swan Goose,Anser cygnoid,VU
416,Anatidae,"Ducks, Geese, Swans",Anserinae,Bean Goose,Anser fabalis,LC
417,Anatidae,"Ducks, Geese, Swans",Anserinae,Pink-footed Goose,Anser brachyrhynchus,LC
418,Anatidae,"Ducks, Geese, Swans",Anserinae,Greater White-fronted Goose,Anser albifrons,LC
419,Anatidae,"Ducks, Geese, Swans",Anserinae,Lesser White-fronted Goose,Anser erythropus,VU
420,Anatidae,"Ducks, Geese, Swans",Anatinae,Long-tailed Duck,Clangula hyemalis,VU
421,Anatidae,"Ducks, Geese, Swans",Anatinae,Spectacled Eider,Somateria fischeri,NT
422,Anatidae,"Ducks, Geese, Swans",Anatinae,King Eider,Somateria spectabilis,LC
423,Anatidae,"Ducks, Geese, Swans",Anatinae,Common Eider,Somateria mollissima,NT
424,Anatidae,"Ducks, Geese, Swans",Anatinae,Steller's Eider,Polysticta stelleri,VU
425,Anatidae,"Ducks, Geese, Swans",Anatinae,Surf Scoter,Melanitta perspicillata,LC
426,Anatidae,"Ducks, Geese, Swans",Anatinae,Velvet Scoter,Melanitta fusca,VU
427,Anatidae,"Ducks, Geese, Swans",Anatinae,Siberian Scoter,Melanitta stejnegeri,LC
428,Anatidae,"Ducks, Geese, Swans",Anatinae,White-winged Scoter,Melanitta deglandi,LC
429,Anatidae,"Ducks, Geese, Swans",Anatinae,Common Scoter,Melanitta nigra,LC
430,Anatidae,"Ducks, Geese, Swans",Anatinae,Black Scoter,Melanitta americana,NT
431,Anatidae,"Ducks, Geese, Swans",Anatinae,Bufflehead,Bucephala albeola,LC
432,Anatidae,"Ducks, Geese, Swans",Anatinae,Common Goldeneye,Bucephala clangula,LC
433,Anatidae,"Ducks, Geese, Swans",Anatinae,Barrow's Goldeneye,Bucephala islandica,LC
434,Anatidae,"Ducks, Geese, Swans",Anatinae,Smew,Mergellus albellus,LC
435,Anatidae,"Ducks, Geese, Swans",Anatinae,Hooded Merganser,Lophodytes cucullatus,LC
436,Anatidae,"Ducks, Geese, Swans",Anatinae,Goosander,Mergus merganser,LC
437,Anatidae,"Ducks, Geese, Swans",Anatinae,Scaly-sided Merganser,Mergus squamatus,EN
438,Anatidae,"Ducks, Geese, Swans",Anatinae,Red-breasted Merganser,Mergus serrator,LC
439,Anatidae,"Ducks, Geese, Swans",Anatinae,Auckland Merganser,Mergus australis,EX
440,Anatidae,"Ducks, Geese, Swans",Anatinae,Brazilian Merganser,Mergus octosetaceus,CR
441,Anatidae,"Ducks, Geese, Swans",Anatinae,Harlequin Duck,Histrionicus histrionicus,LC
442,Anatidae,"Ducks, Geese, Swans",Anatinae,Labrador Duck,Camptorhynchus labradorius,EX
443,Anatidae,"Ducks, Geese, Swans",Anatinae,Orinoco Goose,Neochen jubata,NT
444,Anatidae,"Ducks, Geese, Swans",Anatinae,Andean Goose,Chloephaga melanoptera,LC
445,Anatidae,"Ducks, Geese, Swans",Anatinae,Upland Goose,Chloephaga picta,LC
446,Anatidae,"Ducks, Geese, Swans",Anatinae,Kelp Goose,Chloephaga hybrida,LC
447,Anatidae,"Ducks, Geese, Swans",Anatinae,Ashy-headed Goose,Chloephaga poliocephala,LC
448,Anatidae,"Ducks, Geese, Swans",Anatinae,Ruddy-headed Goose,Chloephaga rubidiceps,LC
449,Anatidae,"Ducks, Geese, Swans",Anatinae,Radjah Shelduck,Radjah radjah,LC
450,Anatidae,"Ducks, Geese, Swans",Anatinae,Egyptian Goose,Alopochen aegyptiaca,LC
451,Anatidae,"Ducks, Geese, Swans",Anatinae,Mauritius Shelduck,Alopochen mauritiana,EX
452,Anatidae,"Ducks, Geese, Swans",Anatinae,Reunion Shelduck,Alopochen kervazoi,EX
453,Anatidae,"Ducks, Geese, Swans",Anatinae,Common Shelduck,Tadorna tadorna,LC
454,Anatidae,"Ducks, Geese, Swans",Anatinae,Ruddy Shelduck,Tadorna ferruginea,LC
455,Anatidae,"Ducks, Geese, Swans",Anatinae,South African Shelduck,Tadorna cana,LC
456,Anatidae,"Ducks, Geese, Swans",Anatinae,Australian Shelduck,Tadorna tadornoides,LC
457,Anatidae,"Ducks, Geese, Swans",Anatinae,Paradise Shelduck,Tadorna variegata,LC
458,Anatidae,"Ducks, Geese, Swans",Anatinae,Crested Shelduck,Tadorna cristata,CR
459,Anatidae,"Ducks, Geese, Swans",Anatinae,Spur-winged Goose,Plectropterus gambensis,LC
460,Anatidae,"Ducks, Geese, Swans",Anatinae,Muscovy Duck,Cairina moschata,LC
461,Anatidae,"Ducks, Geese, Swans",Anatinae,American Comb Duck,Sarkidiornis sylvicola,LC
462,Anatidae,"Ducks, Geese, Swans",Anatinae,African Comb Duck,Sarkidiornis melanotos,LC
463,Anatidae,"Ducks, Geese, Swans",Anatinae,African Pygmy-goose,Nettapus auritus,LC
464,Anatidae,"Ducks, Geese, Swans",Anatinae,Cotton Pygmy-goose,Nettapus coromandelianus,LC
465,Anatidae,"Ducks, Geese, Swans",Anatinae,Green Pygmy-goose,Nettapus pulchellus,LC
466,Anatidae,"Ducks, Geese, Swans",Anatinae,Ringed Teal,Callonetta leucophrys,LC
467,Anatidae,"Ducks, Geese, Swans",Anatinae,Wood Duck,Aix sponsa,LC
468,Anatidae,"Ducks, Geese, Swans",Anatinae,Mandarin Duck,Aix galericulata,LC
469,Anatidae,"Ducks, Geese, Swans",Anatinae,Maned Duck,Chenonetta jubata,LC
470,Anatidae,"Ducks, Geese, Swans",Anatinae,Finsch's Duck,Chenonetta finschi,EX
471,Anatidae,"Ducks, Geese, Swans",Anatinae,Blue Duck,Hymenolaimus malacorhynchos,EN
472,Anatidae,"Ducks, Geese, Swans",Anatinae,Torrent Duck,Merganetta armata,LC
473,Anatidae,"Ducks, Geese, Swans",Anatinae,Hartlaub's Duck,Pteronetta hartlaubii,LC
474,Anatidae,"Ducks, Geese, Swans",Anatinae,Blue-winged Goose,Cyanochen cyanoptera,NT
475,Anatidae,"Ducks, Geese, Swans",Anatinae,Marbled Teal,Marmaronetta angustirostris,VU
476,Anatidae,"Ducks, Geese, Swans",Anatinae,White-winged Duck,Asarcornis scutulata,EN
477,Anatidae,"Ducks, Geese, Swans",Anatinae,Red-crested Pochard,Netta rufina,LC
478,Anatidae,"Ducks, Geese, Swans",Anatinae,Rosy-billed Pochard,Netta peposaca,LC
479,Anatidae,"Ducks, Geese, Swans",Anatinae,Southern Pochard,Netta erythrophthalma,LC
480,Anatidae,"Ducks, Geese, Swans",Anatinae,Common Pochard,Aythya ferina,VU
