,Family,Common name,Scientific name,2018 IUCN Red List category,2022 IUCN Red List category
1791,"Rails, gallinules, coots",Roviana Rail,Hypotaenidia rovianae,NT,NT
1792,"Rails, gallinules, coots",Guam Rail,Hypotaenidia owstoni,EW,CR
1793,"Rails, gallinules, coots",Wake Rail,Hypotaenidia wakensis,EX,EX
1794,"Rails, gallinules, coots",Dieffenbach's Rail,Hypotaenidia dieffenbachii,EX,EX
1795,"Rails, gallinules, coots",Lord Howe Woodhen,Hypotaenidia sylvestris,EN,EN
1796,"Rails, gallinules, coots",Buff-banded Rail,Hypotaenidia philippensis,LC,LC
1797,"Rails, gallinules, coots",Tahiti Rail,Hypotaenidia pacifica,EX,EX
1798,"Rails, gallinules, coots",White-throated Rail,Dryolimnas cuvieri,LC,LC
1799,"Rails, gallinules, coots",Reunion Rail,Dryolimnas augusti,EX,EX
1800,"Rails, gallinules, coots",African Crake,Crex egregia,LC,LC
1801,"Rails, gallinules, coots",Corncrake,Crex crex,LC,LC
1802,"Rails, gallinules, coots",Rouget's Rail,Rougetius rougetii,NT,NT
1803,"Rails, gallinules, coots",Ascension Crake,Mundia elpenor,EX,EX
1804,"Rails, gallinules, coots",St Helena Crake,Atlantisia podarces,EX,
1805,"Rails, gallinules, coots",Inaccessible Rail,Atlantisia rogersi,VU,
1806,"Rails, gallinules, coots",Giant Wood-rail,Aramides ypecaha,LC,LC
1807,"Rails, gallinules, coots",Brown Wood-rail,Aramides wolfi,VU,VU
1808,"Rails, gallinules, coots",Little Wood-rail,Aramides mangle,LC,LC
1809,"Rails, gallinules, coots",Grey-necked Wood-rail,Aramides cajaneus,LC,LC
1810,"Rails, gallinules, coots",Rufous-necked Wood-rail,Aramides axillaris,LC,LC
1811,"Rails, gallinules, coots",Red-winged Wood-rail,Aramides calopterus,LC,LC
1812,"Rails, gallinules, coots",Slaty-breasted Wood-rail,Aramides saracura,LC,LC
1813,"Rails, gallinules, coots",Uniform Crake,Amaurolimnas concolor,LC,LC
1814,"Rails, gallinules, coots",Zapata Rail,Cyanolimnas cerverai,CR,CR
1815,"Rails, gallinules, coots",Colombian Crake,Neocrex colombiana,DD,DD
1816,"Rails, gallinules, coots",Paint-billed Crake,Neocrex erythrops,LC,LC
1817,"Rails, gallinules, coots",Spotted Rail,Pardirallus maculatus,LC,LC
1818,"Rails, gallinules, coots",Blackish Rail,Pardirallus nigricans,LC,LC
1819,"Rails, gallinules, coots",Plumbeous Rail,Pardirallus sanguinolentus,LC,LC
1820,"Rails, gallinules, coots",Blue-faced Rail,Gymnocrex rosenbergii,VU,VU
1821,"Rails, gallinules, coots",Talaud Rail,Gymnocrex talaudensis,EN,EN
1822,"Rails, gallinules, coots",Bare-eyed Rail,Gymnocrex plumbeiventris,LC,LC
1823,"Rails, gallinules, coots",Yellow-breasted Crake,Hapalocrex flaviventer,LC,
1824,"Rails, gallinules, coots",Black-banded Crake,Porzana fasciata,LC,LC
1825,"Rails, gallinules, coots",Dot-winged Crake,Porzana spiloptera,VU,
1826,"Rails, gallinules, coots",Ash-throated Crake,Porzana albicollis,LC,LC
1827,"Rails, gallinules, coots",Sora,Porzana carolina,LC,LC
1828,"Rails, gallinules, coots",Spotted Crake,Porzana porzana,LC,LC
1829,"Rails, gallinules, coots",Australian Crake,Porzana fluminea,LC,LC
1830,"Rails, gallinules, coots",Ruddy-breasted Crake,Zapornia fusca,LC,LC
1831,"Rails, gallinules, coots",Band-bellied Crake,Zapornia paykullii,NT,NT
1832,"Rails, gallinules, coots",Brown Crake,Zapornia akool,LC,LC
1833,"Rails, gallinules, coots",Black Crake,Zapornia flavirostra,LC,LC
1834,"Rails, gallinules, coots",Little Crake,Zapornia parva,LC,LC
1835,"Rails, gallinules, coots",Baillon's Crake,Zapornia pusilla,LC,LC
1836,"Rails, gallinules, coots",St Helena Rail,Zapornia astrictocarpus,EX,EX
1837,"Rails, gallinules, coots",Laysan Rail,Zapornia palmeri,EX,EX
1838,"Rails, gallinules, coots",Sakalava Rail,Zapornia olivieri,EN,EN
1839,"Rails, gallinules, coots",Black-tailed Crake,Zapornia bicolor,LC,LC
1840,"Rails, gallinules, coots",Hawaiian Rail,Zapornia sandwichensis,EX,EX
1841,"Rails, gallinules, coots",Miller's Rail,Zapornia nigra,EX,EX
1842,"Rails, gallinules, coots",Henderson Crake,Zapornia atra,VU,VU
1843,"Rails, gallinules, coots",Spotless Crake,Zapornia tabuensis,LC,LC
1844,"Rails, gallinules, coots",Kosrae Crake,Zapornia monasa,EX,EX
1845,"Rails, gallinules, coots",Isabelline Bush-hen,Amaurornis isabellina,LC,LC
1846,"Rails, gallinules, coots",Philippine Bush-hen,Amaurornis olivacea,LC,LC
1847,"Rails, gallinules, coots",Talaud Bush-hen,Amaurornis magnirostris,VU,VU
1848,"Rails, gallinules, coots",Pale-vented Bush-hen,Amaurornis moluccana,LC,LC
1849,"Rails, gallinules, coots",White-breasted Waterhen,Amaurornis phoenicurus,LC,LC
1850,"Rails, gallinules, coots",White-browed Crake,Amaurornis cinerea,LC,LC
1851,"Rails, gallinules, coots",Striped Crake,Amaurornis marginalis,LC,LC
1852,"Rails, gallinules, coots",New Guinea Flightless Rail,Megacrex inepta,LC,LC
1853,"Rails, gallinules, coots",Watercock,Gallicrex cinerea,LC,LC
1854,"Rails, gallinules, coots",Purple Swamphen,Porphyrio porphyrio,LC,LC
1855,"Rails, gallinules, coots",White Swamphen,Porphyrio albus,EX,EX
1856,"Rails, gallinules, coots",Marquesan Swamphen,Porphyrio paepae,EX,EX
1857,"Rails, gallinules, coots",New Caledonia Gallinule,Porphyrio kukwiedei,EX,EX
1858,"Rails, gallinules, coots",Reunion Gallinule,Porphyrio caerulescens,EX,EX
1859,"Rails, gallinules, coots",North Island Takahe,Porphyrio mantelli,EX,EX
1860,"Rails, gallinules, coots",South Island Takahe,Porphyrio hochstetteri,EN,EN
1861,"Rails, gallinules, coots",Allen's Gallinule,Porphyrio alleni,LC,LC
1862,"Rails, gallinules, coots",Purple Gallinule,Porphyrio martinicus,LC,LC
1863,"Rails, gallinules, coots",Azure Gallinule,Porphyrio flavirostris,LC,LC
1864,"Rails, gallinules, coots",Makira Moorhen,Pareudiastes silvestris,CR,CR
1865,"Rails, gallinules, coots",Samoan Moorhen,Pareudiastes pacificus,CR,CR
1866,"Rails, gallinules, coots",Tristan Moorhen,Gallinula nesiotis,EX,EX
1867,"Rails, gallinules, coots",Gough Moorhen,Gallinula comeri,VU,VU
1868,"Rails, gallinules, coots",Common Moorhen,Gallinula chloropus,LC,LC
1869,"Rails, gallinules, coots",Common Gallinule,Gallinula galeata,LC,LC
1870,"Rails, gallinules, coots",Dusky Moorhen,Gallinula tenebrosa,LC,LC
1871,"Rails, gallinules, coots",Lesser Moorhen,Gallinula angulata,LC,
1872,"Rails, gallinules, coots",Spot-flanked Gallinule,Gallinula melanops,LC,
1873,"Rails, gallinules, coots",Black-tailed Native-hen,Tribonyx ventralis,LC,LC
1874,"Rails, gallinules, coots",Hodgen's Waterhen,Tribonyx hodgenorum,EX,EX
1875,"Rails, gallinules, coots",Tasmanian Native-hen,Tribonyx mortierii,LC,LC
1876,"Rails, gallinules, coots",Mascarene Coot,Fulica newtonii,EX,EX
1877,"Rails, gallinules, coots",Red-knobbed Coot,Fulica cristata,LC,LC
1878,"Rails, gallinules, coots",Common Coot,Fulica atra,LC,LC
1879,"Rails, gallinules, coots",Hawaiian Coot,Fulica alai,VU,VU
1880,"Rails, gallinules, coots",American Coot,Fulica americana,LC,LC
1881,"Rails, gallinules, coots",White-winged Coot,Fulica leucoptera,LC,LC
1882,"Rails, gallinules, coots",Andean Coot,Fulica ardesiaca,LC,LC
1883,"Rails, gallinules, coots",Red-gartered Coot,Fulica armillata,LC,LC
1884,"Rails, gallinules, coots",Red-fronted Coot,Fulica rufifrons,LC,LC
1885,"Rails, gallinules, coots",Giant Coot,Fulica gigantea,LC,LC
1886,"Rails, gallinules, coots",Horned Coot,Fulica cornuta,NT,NT
1887,Trumpeters,Grey-winged Trumpeter,Psophia crepitans,NT,LC
1888,Trumpeters,Ochre-winged Trumpeter,Psophia ochroptera,LC,LC
1889,Trumpeters,White-winged Trumpeter,Psophia leucoptera,NT,NT
1890,Trumpeters,Green-winged Trumpeter,Psophia viridis,VU,VU
1891,Trumpeters,Olive-winged Trumpeter,Psophia dextralis,EN,EN
1892,Trumpeters,Black-winged Trumpeter,Psophia obscura,CR,CR
1893,Limpkin,Limpkin,Aramus guarauna,LC,LC
1894,Cranes,Grey Crowned-crane,Balearica regulorum,EN,EN
1895,Cranes,Black Crowned-crane,Balearica pavonina,VU,VU
1896,Cranes,Siberian Crane,Leucogeranus leucogeranus,CR,CR
1897,Cranes,Sandhill Crane,Antigone canadensis,LC,
1898,Cranes,White-naped Crane,Antigone vipio,VU,
1899,Cranes,Sarus Crane,Antigone antigone,VU,
1900,Cranes,Brolga,Antigone rubicunda,LC,
1901,Cranes,Wattled Crane,Bugeranus carunculatus,VU,VU
1902,Cranes,Blue Crane,Anthropoides paradiseus,VU,VU
1903,Cranes,Demoiselle Crane,Anthropoides virgo,LC,LC
1904,Cranes,Red-crowned Crane,Grus japonensis,EN,VU
1905,Cranes,Whooping Crane,Grus americana,EN,EN
1906,Cranes,Common Crane,Grus grus,LC,LC
1907,Cranes,Hooded Crane,Grus monacha,VU,VU
1908,Cranes,Black-necked Crane,Grus nigricollis,VU,NT
1909,Bustards,Little Bustard,Tetrax tetrax,NT,NT
1910,Bustards,Great Bustard,Otis tarda,VU,VU
1911,Bustards,African Houbara,Chlamydotis undulata,VU,VU
1912,Bustards,Asian Houbara,Chlamydotis macqueenii,VU,VU
1913,Bustards,Hartlaub's Bustard,Lissotis hartlaubii,LC,LC
1914,Bustards,Black-bellied Bustard,Lissotis melanogaster,LC,LC
1915,Bustards,Ludwig's Bustard,Neotis ludwigii,EN,EN
1916,Bustards,Denham's Bustard,Neotis denhami,NT,NT
1917,Bustards,Heuglin's Bustard,Neotis heuglinii,LC,LC
1918,Bustards,Nubian Bustard,Neotis nuba,NT,NT
1919,Bustards,Arabian Bustard,Ardeotis arabs,NT,NT
1920,Bustards,Kori Bustard,Ardeotis kori,NT,NT
1921,Bustards,Great Indian Bustard,Ardeotis nigriceps,CR,CR
1922,Bustards,Australian Bustard,Ardeotis australis,LC,LC
1923,Bustards,Bengal Florican,Houbaropsis bengalensis,CR,CR
1924,Bustards,Lesser Florican,Sypheotides indicus,EN,CR
1925,Bustards,Savile's Bustard,Lophotis savilei,LC,LC
1926,Bustards,Buff-crested Bustard,Lophotis gindiana,LC,LC
1927,Bustards,Red-crested Bustard,Lophotis ruficrista,LC,LC
1928,Bustards,Karoo Bustard,Heterotetrax vigorsii,LC,LC
1929,Bustards,Rüppell's Bustard,Heterotetrax rueppelii,LC,LC
1930,Bustards,Little Brown Bustard,Heterotetrax humilis,NT,NT
1931,Bustards,Southern Black Bustard,Afrotis afra,VU,VU
1932,Bustards,Northern Black Bustard,Afrotis afraoides,LC,LC
1933,Bustards,White-bellied Bustard,Eupodotis senegalensis,LC,LC
1934,Bustards,Blue Bustard,Eupodotis caerulescens,NT,NT
1935,Turacos,Great Blue Turaco,Corythaeola cristata,LC,LC
1936,Turacos,White-bellied Go-away-bird,Criniferoides leucogaster,LC,LC
1937,Turacos,Eastern Plantain-eater,Crinifer zonurus,LC,LC
1938,Turacos,Western Plantain-eater,Crinifer piscator,LC,LC
1939,Turacos,Brown-faced Go-away-bird,Corythaixoides personatus,LC,LC
1940,Turacos,Black-faced Go-away-bird,Corythaixoides leopoldi,LC,LC
1941,Turacos,Grey Go-away-bird,Corythaixoides concolor,LC,LC
1942,Turacos,Purple-crested Turaco,Gallirex porphyreolophus,LC,LC
1943,Turacos,Ruwenzori Turaco,Gallirex johnstoni,LC,LC
1944,Turacos,Schalow's Turaco,Tauraco schalowi,LC,LC
1945,Turacos,Hartlaub's Turaco,Tauraco hartlaubi,LC,LC
1946,Turacos,Black-billed Turaco,Tauraco schuettii,LC,LC
1947,Turacos,Livingstone's Turaco,Tauraco livingstonii,LC,LC
1948,Turacos,Fischer's Turaco,Tauraco fischeri,NT,NT
1949,Turacos,Knysna Turaco,Tauraco corythaix,LC,LC
1950,Turacos,Green Turaco,Tauraco persa,LC,LC
1951,Turacos,White-cheeked Turaco,Tauraco leucotis,LC,LC
1952,Turacos,Ruspoli's Turaco,Tauraco ruspolii,VU,NT
1953,Turacos,Bannerman's Turaco,Tauraco bannermani,EN,EN
1954,Turacos,Red-crested Turaco,Tauraco erythrolophus,LC,LC
1955,Turacos,White-crested Turaco,Tauraco leucolophus,LC,LC
1956,Turacos,Yellow-billed Turaco,Tauraco macrorhynchus,LC,LC
1957,Turacos,Ross's Turaco,Musophaga rossae,LC,LC
1958,Turacos,Violet Turaco,Musophaga violacea,LC,LC
1959,Loons/divers,Red-throated Loon,Gavia stellata,LC,LC
1960,Loons/divers,Arctic Loon,Gavia arctica,LC,LC
1961,Loons/divers,Pacific Loon,Gavia pacifica,LC,LC
1962,Loons/divers,Common Loon,Gavia immer,LC,LC
1963,Loons/divers,Yellow-billed Loon,Gavia adamsii,NT,NT
1964,Penguins,King Penguin,Aptenodytes patagonicus,LC,LC
1965,Penguins,Emperor Penguin,Aptenodytes forsteri,NT,NT
1966,Penguins,Gentoo Penguin,Pygoscelis papua,LC,LC
1967,Penguins,Adelie Penguin,Pygoscelis adeliae,LC,LC
1968,Penguins,Chinstrap Penguin,Pygoscelis antarcticus,LC,LC
1969,Penguins,Royal Penguin,Eudyptes schlegeli,NT,LC
1970,Penguins,Macaroni Penguin,Eudyptes chrysolophus,VU,VU
1971,Penguins,Northern Rockhopper Penguin,Eudyptes moseleyi,EN,EN
1972,Penguins,Southern Rockhopper Penguin,Eudyptes chrysocome,VU,VU
1973,Penguins,Erect-crested Penguin,Eudyptes sclateri,EN,EN
1974,Penguins,Fiordland Penguin,Eudyptes pachyrhynchus,VU,NT
1975,Penguins,Snares Penguin,Eudyptes robustus,VU,VU
1976,Penguins,Yellow-eyed Penguin,Megadyptes antipodes,EN,EN
1977,Penguins,Little Penguin,Eudyptula minor,LC,LC
1978,Penguins,African Penguin,Spheniscus demersus,EN,EN
1979,Penguins,Magellanic Penguin,Spheniscus magellanicus,NT,LC
1980,Penguins,Humboldt Penguin,Spheniscus humboldti,VU,VU
1981,Penguins,Galapagos Penguin,Spheniscus mendiculus,EN,EN
1982,Southern storm-petrels,Wilson's Storm-petrel,Oceanites oceanicus,LC,LC
1983,Southern storm-petrels,White-vented Storm-petrel,Oceanites gracilis,DD,DD
1984,Southern storm-petrels,Pincoya Storm-petrel,Oceanites pincoyae,DD,DD
1985,Southern storm-petrels,Grey-backed Storm-petrel,Garrodia nereis,LC,LC
1986,Southern storm-petrels,White-faced Storm-petrel,Pelagodroma marina,LC,LC
1987,Southern storm-petrels,White-bellied Storm-petrel,Fregetta grallaria,LC,LC
1988,Southern storm-petrels,Black-bellied Storm-petrel,Fregetta tropica,LC,LC
1989,Southern storm-petrels,New Zealand Storm-petrel,Fregetta maoriana,CR,CR
1990,Southern storm-petrels,Polynesian Storm-petrel,Nesofregetta fuliginosa,EN,EN
1991,Northern storm-petrels,European Storm-petrel,Hydrobates pelagicus,LC,LC
1992,Northern storm-petrels,Cape Verde Storm-petrel,Hydrobates jabejabe,LC,LC
1993,Northern storm-petrels,Band-rumped Storm-petrel,Hydrobates castro,LC,LC
1994,Northern storm-petrels,Monteiro's Storm-petrel,Hydrobates monteiroi,VU,VU
1995,Northern storm-petrels,Matsudaira's Storm-petrel,Hydrobates matsudairae,VU,VU
1996,Northern storm-petrels,Black Storm-petrel,Hydrobates melania,LC,LC
1997,Northern storm-petrels,Ashy Storm-petrel,Hydrobates homochroa,EN,EN
1998,Northern storm-petrels,Least Storm-petrel,Hydrobates microsoma,LC,LC
1999,Northern storm-petrels,Wedge-rumped Storm-petrel,Hydrobates tethys,LC,LC
2000,Northern storm-petrels,Townsend's Storm-petrel,Hydrobates socorroensis,EN,EN
2001,Northern storm-petrels,Ainley's Storm-petrel,Hydrobates cheimomnestes,VU,VU
2002,Northern storm-petrels,Leach's Storm-petrel,Hydrobates leucorhous,VU,VU
2003,Northern storm-petrels,Swinhoe's Storm-petrel,Hydrobates monorhis,NT,NT
2004,Northern storm-petrels,Guadalupe Storm-petrel,Hydrobates macrodactylus,CR (PE),CR (PE)
2005,Northern storm-petrels,Tristram's Storm-petrel,Hydrobates tristrami,NT,LC
2006,Northern storm-petrels,Markham's Storm-petrel,Hydrobates markhami,DD,NT
2007,Northern storm-petrels,Fork-tailed Storm-petrel,Hydrobates furcatus,LC,LC
2008,Northern storm-petrels,Ringed Storm-petrel,Hydrobates hornbyi,DD,NT
2009,Albatrosses,Northern Royal Albatross,Diomedea sanfordi,EN,EN
2010,Albatrosses,Southern Royal Albatross,Diomedea epomophora,VU,VU
2011,Albatrosses,Wandering Albatross,Diomedea exulans,VU,VU
2012,Albatrosses,Antipodean Albatross,Diomedea antipodensis,EN,EN
2013,Albatrosses,Amsterdam Albatross,Diomedea amsterdamensis,EN,EN
2014,Albatrosses,Tristan Albatross,Diomedea dabbenena,CR,CR
2015,Albatrosses,Sooty Albatross,Phoebetria fusca,EN,EN
2016,Albatrosses,Light-mantled Albatross,Phoebetria palpebrata,NT,NT
2017,Albatrosses,Waved Albatross,Phoebastria irrorata,CR,CR
2018,Albatrosses,Black-footed Albatross,Phoebastria nigripes,NT,NT
2019,Albatrosses,Laysan Albatross,Phoebastria immutabilis,NT,NT
2020,Albatrosses,Short-tailed Albatross,Phoebastria albatrus,VU,VU
2021,Albatrosses,Atlantic Yellow-nosed Albatross,Thalassarche chlororhynchos,EN,EN
2022,Albatrosses,Indian Yellow-nosed Albatross,Thalassarche carteri,EN,EN
2023,Albatrosses,Grey-headed Albatross,Thalassarche chrysostoma,EN,EN
2024,Albatrosses,Black-browed Albatross,Thalassarche melanophris,LC,LC
2025,Albatrosses,Campbell Albatross,Thalassarche impavida,VU,VU
2026,Albatrosses,Buller's Albatross,Thalassarche bulleri,NT,NT
2027,Albatrosses,Shy Albatross,Thalassarche cauta,NT,NT
2028,Albatrosses,White-capped Albatross,Thalassarche steadi,NT,NT
2029,Albatrosses,Chatham Albatross,Thalassarche eremita,VU,VU
2030,Albatrosses,Salvin's Albatross,Thalassarche salvini,VU,VU
2031,"Petrels, shearwaters",Northern Giant Petrel,Macronectes halli,LC,LC
2032,"Petrels, shearwaters",Southern Giant Petrel,Macronectes giganteus,LC,LC
2033,"Petrels, shearwaters",Northern Fulmar,Fulmarus glacialis,LC,LC
2034,"Petrels, shearwaters",Southern Fulmar,Fulmarus glacialoides,LC,LC
2035,"Petrels, shearwaters",Antarctic Petrel,Thalassoica antarctica,LC,LC
2036,"Petrels, shearwaters",Cape Petrel,Daption capense,LC,LC
2037,"Petrels, shearwaters",Snow Petrel,Pagodroma nivea,LC,LC
2038,"Petrels, shearwaters",Blue Petrel,Halobaena caerulea,LC,LC
2039,"Petrels, shearwaters",Broad-billed Prion,Pachyptila vittata,LC,LC
2040,"Petrels, shearwaters",Salvin's Prion,Pachyptila salvini,LC,LC
2041,"Petrels, shearwaters",MacGillivray's Prion,Pachyptila macgillivrayi,EN,CR
2042,"Petrels, shearwaters",Antarctic Prion,Pachyptila desolata,LC,LC
2043,"Petrels, shearwaters",Slender-billed Prion,Pachyptila belcheri,LC,LC
2044,"Petrels, shearwaters",Fairy Prion,Pachyptila turtur,LC,LC
2045,"Petrels, shearwaters",Fulmar Prion,Pachyptila crassirostris,LC,LC
2046,"Petrels, shearwaters",Kerguelen Petrel,Aphrodroma brevirostris,LC,LC
2047,"Petrels, shearwaters",Large St Helena Petrel,Pterodroma rupinarum,EX,EX
2048,"Petrels, shearwaters",White-winged Petrel,Pterodroma leucoptera,VU,VU
2049,"Petrels, shearwaters",Collared Petrel,Pterodroma brevipes,VU,VU
2050,"Petrels, shearwaters",Masatierra Petrel,Pterodroma defilippiana,VU,VU
2051,"Petrels, shearwaters",Stejneger's Petrel,Pterodroma longirostris,VU,VU
2052,"Petrels, shearwaters",Cook's Petrel,Pterodroma cookii,VU,VU
2053,"Petrels, shearwaters",Pycroft's Petrel,Pterodroma pycrofti,VU,VU
2054,"Petrels, shearwaters",Bonin Petrel,Pterodroma hypoleuca,LC,LC
2055,"Petrels, shearwaters",Black-winged Petrel,Pterodroma nigripennis,LC,LC
2056,"Petrels, shearwaters",Chatham Petrel,Pterodroma axillaris,VU,VU
2057,"Petrels, shearwaters",Murphy's Petrel,Pterodroma ultima,NT,LC
2058,"Petrels, shearwaters",Providence Petrel,Pterodroma solandri,VU,LC
2059,"Petrels, shearwaters",Kermadec Petrel,Pterodroma neglecta,LC,LC
2060,"Petrels, shearwaters",Trindade Petrel,Pterodroma arminjoniana,VU,VU
2061,"Petrels, shearwaters",Herald Petrel,Pterodroma heraldica,LC,LC
2062,"Petrels, shearwaters",Henderson Petrel,Pterodroma atrata,EN,EN
2063,"Petrels, shearwaters",Phoenix Petrel,Pterodroma alba,EN,VU
2064,"Petrels, shearwaters",Barau's Petrel,Pterodroma baraui,EN,EN
2065,"Petrels, shearwaters",Mottled Petrel,Pterodroma inexpectata,NT,NT
2066,"Petrels, shearwaters",Hawaiian Petrel,Pterodroma sandwichensis,EN,EN
2067,"Petrels, shearwaters",Galapagos Petrel,Pterodroma phaeopygia,CR,CR
2068,"Petrels, shearwaters",White-necked Petrel,Pterodroma cervicalis,VU,VU
2069,"Petrels, shearwaters",Juan Fernandez Petrel,Pterodroma externa,VU,VU
2070,"Petrels, shearwaters",Soft-plumaged Petrel,Pterodroma mollis,LC,LC
2071,"Petrels, shearwaters",Bermuda Petrel,Pterodroma cahow,EN,EN
2072,"Petrels, shearwaters",Black-capped Petrel,Pterodroma hasitata,EN,EN
2073,"Petrels, shearwaters",Jamaican Petrel,Pterodroma caribbaea,CR (PE),CR (PE)
2074,"Petrels, shearwaters",Cape Verde Petrel,Pterodroma feae,NT,NT
2075,"Petrels, shearwaters",Desertas Petrel,Pterodroma deserta,VU,VU
2076,"Petrels, shearwaters",Zino's Petrel,Pterodroma madeira,EN,EN
2077,"Petrels, shearwaters",Magenta Petrel,Pterodroma magentae,CR,CR
2078,"Petrels, shearwaters",Atlantic Petrel,Pterodroma incerta,EN,EN
2079,"Petrels, shearwaters",White-headed Petrel,Pterodroma lessonii,LC,LC
2080,"Petrels, shearwaters",Great-winged Petrel,Pterodroma macroptera,LC,LC
2081,"Petrels, shearwaters",Grey-faced Petrel,Pterodroma gouldi,LC,LC
2082,"Petrels, shearwaters",Grey Petrel,Procellaria cinerea,NT,NT
2083,"Petrels, shearwaters",White-chinned Petrel,Procellaria aequinoctialis,VU,VU
2084,"Petrels, shearwaters",Spectacled Petrel,Procellaria conspicillata,VU,VU
2085,"Petrels, shearwaters",Westland Petrel,Procellaria westlandica,EN,EN
2086,"Petrels, shearwaters",Black Petrel,Procellaria parkinsoni,VU,VU
2087,"Petrels, shearwaters",Wedge-tailed Shearwater,Ardenna pacifica,LC,LC
2088,"Petrels, shearwaters",Buller's Shearwater,Ardenna bulleri,VU,VU
2089,"Petrels, shearwaters",Short-tailed Shearwater,Ardenna tenuirostris,LC,LC
2090,"Petrels, shearwaters",Sooty Shearwater,Ardenna grisea,NT,NT
2091,"Petrels, shearwaters",Great Shearwater,Ardenna gravis,LC,LC
2092,"Petrels, shearwaters",Flesh-footed Shearwater,Ardenna carneipes,NT,NT
2093,"Petrels, shearwaters",Pink-footed Shearwater,Ardenna creatopus,VU,VU
2094,"Petrels, shearwaters",Streaked Shearwater,Calonectris leucomelas,NT,NT
2095,"Petrels, shearwaters",Scopoli's Shearwater,Calonectris diomedea,LC,LC
2096,"Petrels, shearwaters",Cory's Shearwater,Calonectris borealis,LC,LC
2097,"Petrels, shearwaters",Cape Verde Shearwater,Calonectris edwardsii,NT,NT
2098,"Petrels, shearwaters",Christmas Shearwater,Puffinus nativitatis,LC,LC
2099,"Petrels, shearwaters",Galapagos Shearwater,Puffinus subalaris,LC,LC
2100,"Petrels, shearwaters",Fluttering Shearwater,Puffinus gavia,LC,LC
2101,"Petrels, shearwaters",Hutton's Shearwater,Puffinus huttoni,EN,EN
2102,"Petrels, shearwaters",Black-vented Shearwater,Puffinus opisthomelas,NT,NT
2103,"Petrels, shearwaters",Bryan's Shearwater,Puffinus bryani,CR,CR
2104,"Petrels, shearwaters",Rapa Shearwater,Puffinus myrtae,CR,CR
2105,"Petrels, shearwaters",Newell's Shearwater,Puffinus newelli,CR,CR
2106,"Petrels, shearwaters",Townsend's Shearwater,Puffinus auricularis,CR,CR
2107,"Petrels, shearwaters",Tropical Shearwater,Puffinus bailloni,LC,LC
2108,"Petrels, shearwaters",Persian Shearwater,Puffinus persicus,LC,LC
2109,"Petrels, shearwaters",Bannerman's Shearwater,Puffinus bannermani,EN,EN
2110,"Petrels, shearwaters",Manx Shearwater,Puffinus puffinus,LC,LC
2111,"Petrels, shearwaters",Yelkouan Shearwater,Puffinus yelkouan,VU,VU
2112,"Petrels, shearwaters",Balearic Shearwater,Puffinus mauretanicus,CR,CR
2113,"Petrels, shearwaters",Subantarctic Shearwater,Puffinus elegans,LC,LC
2114,"Petrels, shearwaters",Little Shearwater,Puffinus assimilis,LC,LC
2115,"Petrels, shearwaters",Audubon's Shearwater,Puffinus lherminieri,LC,LC
2116,"Petrels, shearwaters",Heinroth's Shearwater,Puffinus heinrothi,VU,VU
2117,"Petrels, shearwaters",Fiji Petrel,Pseudobulweria macgillivrayi,CR,CR
2118,"Petrels, shearwaters",Mascarene Petrel,Pseudobulweria aterrima,CR,CR
2119,"Petrels, shearwaters",Beck's Petrel,Pseudobulweria becki,CR,CR
