Family,Common name,Scientific name,2018 IUCN Red List category
Crows and jays,Southern Nutcracker,Nucifraga hemispila,LC
Crows and jays,Large-spotted Nutcracker,Nucifraga multipunctata,LC
Crows and jays,Daurian Jackdaw,Corvus dauuricus,LC
Crows and jays,Eurasian Jackdaw,Corvus monedula,LC
Crows and jays,Cuban Crow,Corvus nasicus,LC
Crows and jays,Jamaican Crow,Corvus jamaicensis,LC
Crows and jays,White-necked Crow,Corvus leucognaphalus,VU
Crows and jays,Cape Crow,Corvus capensis,LC
Crows and jays,Fish Crow,Corvus ossifragus,LC
Crows and jays,Sinaloa Crow,Corvus sinaloae,LC
Crows and jays,Tamaulipas Crow,Corvus imparatus,LC
Crows and jays,Palm Crow,Corvus palmarum,LC
Crows and jays,Hawaiian Crow,Corvus hawaiiensis,EW
Crows and jays,Rook,Corvus frugilegus,LC
Crows and jays,Thick-billed Raven,Corvus crassirostris,LC
Crows and jays,White-necked Raven,Corvus albicollis,LC
Crows and jays,Common Raven,Corvus corax,LC
Crows and jays,Chihuahuan Raven,Corvus cryptoleucus,LC
Crows and jays,Brown-necked Raven,Corvus ruficollis,LC
Crows and jays,Somali Crow,Corvus edithae,LC
Crows and jays,Pied Crow,Corvus albus,LC
Crows and jays,Fan-tailed Raven,Corvus rhipidurus,LC
Crows and jays,American Crow,Corvus brachyrhynchos,LC
Crows and jays,Northwestern Crow,Corvus caurinus,LC
Crows and jays,Carrion Crow,Corvus corone,LC
Crows and jays,Collared Crow,Corvus pectoralis,VU
Crows and jays,Flores Crow,Corvus florensis,EN
Crows and jays,Piping Crow,Corvus typicus,LC
Crows and jays,Banggai Crow,Corvus unicolor,CR
Crows and jays,Slender-billed Crow,Corvus enca,LC
Crows and jays,Violet Crow,Corvus violaceus,LC
Crows and jays,Long-billed Crow,Corvus validus,NT
Crows and jays,New Caledonian Crow,Corvus moneduloides,LC
Crows and jays,Bougainville Crow,Corvus meeki,LC
Crows and jays,White-billed Crow,Corvus woodfordi,LC
Crows and jays,Brown-headed Crow,Corvus fuscicapillus,NT
Crows and jays,Grey Crow,Corvus tristis,LC
Crows and jays,Bismarck Crow,Corvus insularis,LC
Crows and jays,Torresian Crow,Corvus orru,LC
Crows and jays,Little Crow,Corvus bennetti,LC
Crows and jays,Little Raven,Corvus mellori,LC
Crows and jays,Forest Raven,Corvus tasmanicus,LC
Crows and jays,Australian Raven,Corvus coronoides,LC
Crows and jays,House Crow,Corvus splendens,LC
Crows and jays,Large-billed Crow,Corvus macrorhynchos,LC
Crows and jays,Mariana Crow,Corvus kubaryi,CR
Crows and jays,White-throated Jay,Cyanolyca mirabilis,VU
Crows and jays,Dwarf Jay,Cyanolyca nanus,VU
Crows and jays,Black-throated Jay,Cyanolyca pumilo,LC
Crows and jays,Silvery-throated Jay,Cyanolyca argentigula,LC
Crows and jays,Beautiful Jay,Cyanolyca pulchra,NT
Crows and jays,Azure-hooded Jay,Cyanolyca cucullata,LC
Crows and jays,Quindio Jay,Cyanolyca quindiuna,LC
Crows and jays,Black-collared Jay,Cyanolyca armillata,LC
Crows and jays,Turquoise Jay,Cyanolyca turcosa,LC
Crows and jays,White-collared Jay,Cyanolyca viridicyanus,NT
Crows and jays,Pinyon Jay,Gymnorhinus cyanocephalus,VU
Crows and jays,Unicolored Jay,Aphelocoma unicolor,LC
Crows and jays,Mexican Jay,Aphelocoma wollweberi,LC
Crows and jays,Ultramarine Jay,Aphelocoma ultramarina,LC
Crows and jays,Florida Scrub-jay,Aphelocoma coerulescens,VU
Crows and jays,Western Scrub-jay,Aphelocoma californica,LC
Crows and jays,Blue Jay,Cyanocitta cristata,LC
Crows and jays,Steller's Jay,Cyanocitta stelleri,LC
Crows and jays,Violaceous Jay,Cyanocorax violaceus,LC
Crows and jays,Purplish Jay,Cyanocorax cyanomelas,LC
Crows and jays,Curl-crested Jay,Cyanocorax cristatellus,LC
Crows and jays,Azure Jay,Cyanocorax coeruleus,NT
Crows and jays,Brown Jay,Cyanocorax morio,LC
Crows and jays,Black-throated Magpie-jay,Cyanocorax colliei,LC
Crows and jays,White-throated Magpie-jay,Cyanocorax formosus,LC
Crows and jays,Green Jay,Cyanocorax yncas,LC
Crows and jays,White-tailed Jay,Cyanocorax mystacalis,LC
Crows and jays,Tufted Jay,Cyanocorax dickeyi,NT
Crows and jays,Black-chested Jay,Cyanocorax affinis,LC
Crows and jays,Azure-naped Jay,Cyanocorax heilprini,LC
Crows and jays,Campina Jay,Cyanocorax hafferi,NT
Crows and jays,White-naped Jay,Cyanocorax cyanopogon,LC
Crows and jays,Plush-crested Jay,Cyanocorax chrysops,LC
Crows and jays,Cayenne Jay,Cyanocorax cayanus,LC
Crows and jays,Bushy-crested Jay,Cyanocorax melanocyaneus,LC
Crows and jays,Yucatan Jay,Cyanocorax yucatanicus,LC
Crows and jays,San Blas Jay,Cyanocorax sanblasianus,LC
Crows and jays,Purplish-backed Jay,Cyanocorax beecheii,LC
Melampittas,Lesser Melampitta,Melampitta lugubris,LC
Melampittas,Greater Melampitta,Megalampitta gigantea,LC
Australian mudnesters,White-winged Chough,Corcorax melanorhamphos,LC
Australian mudnesters,Apostlebird,Struthidea cinerea,LC
Birds-of-paradise,Halmahera Paradise-crow,Lycocorax pyrrhopterus,LC
Birds-of-paradise,Obi Paradise-crow,Lycocorax obiensis,LC
Birds-of-paradise,Trumpet Manucode,Phonygammus keraudrenii,LC
Birds-of-paradise,Glossy-mantled Manucode,Manucodia ater,LC
Birds-of-paradise,Jobi Manucode,Manucodia jobiensis,LC
Birds-of-paradise,Crinkle-collared Manucode,Manucodia chalybatus,LC
Birds-of-paradise,Curl-crested Manucode,Manucodia comrii,LC
Birds-of-paradise,King of Saxony Bird-of-paradise,Pteridophora alberti,LC
Birds-of-paradise,Carola's Parotia,Parotia carolae,LC
Birds-of-paradise,Western Parotia,Parotia sefilata,LC
Birds-of-paradise,Wahnes's Parotia,Parotia wahnesi,NT
Birds-of-paradise,Lawes's Parotia,Parotia lawesii,LC
Birds-of-paradise,Bronze Parotia,Parotia berlepschi,LC
Birds-of-paradise,Twelve-wired Bird-of-paradise,Seleucidis melanoleucus,LC
Birds-of-paradise,Black-billed Sicklebill,Drepanornis albertisi,LC
Birds-of-paradise,Pale-billed Sicklebill,Drepanornis bruijnii,NT
Birds-of-paradise,Standardwing Bird-of-paradise,Semioptera wallacii,LC
Birds-of-paradise,Paradise Riflebird,Lophorina paradisea,LC
Birds-of-paradise,Victoria's Riflebird,Lophorina victoriae,LC
Birds-of-paradise,Superb Bird-of-paradise,Lophorina superba,LC
Birds-of-paradise,Magnificent Riflebird,Lophorina magnifica,LC
Birds-of-paradise,Growling Riflebird,Lophorina intercedens,LC
Birds-of-paradise,Black Sicklebill,Epimachus fastosus,LC
Birds-of-paradise,Brown Sicklebill,Epimachus meyeri,LC
Birds-of-paradise,Long-tailed Paradigalla,Paradigalla carunculata,NT
Birds-of-paradise,Short-tailed Paradigalla,Paradigalla brevicauda,LC
Birds-of-paradise,Arfak Astrapia,Astrapia nigra,LC
Birds-of-paradise,Splendid Astrapia,Astrapia splendidissima,LC
Birds-of-paradise,Huon Astrapia,Astrapia rothschildi,LC
Birds-of-paradise,Stephanie's Astrapia,Astrapia stephaniae,LC
Birds-of-paradise,Ribbon-tailed Astrapia,Astrapia mayeri,NT
Birds-of-paradise,King Bird-of-paradise,Cicinnurus regius,LC
Birds-of-paradise,Magnificent Bird-of-paradise,Cicinnurus magnificus,LC
Birds-of-paradise,Wilson's Bird-of-paradise,Cicinnurus respublica,NT
Birds-of-paradise,Blue Bird-of-paradise,Paradisornis rudolphi,VU
Birds-of-paradise,Emperor Bird-of-paradise,Paradisaea guilielmi,NT
Birds-of-paradise,Red Bird-of-paradise,Paradisaea rubra,NT
Birds-of-paradise,Goldie's Bird-of-paradise,Paradisaea decora,VU
Birds-of-paradise,Lesser Bird-of-paradise,Paradisaea minor,LC
Birds-of-paradise,Greater Bird-of-paradise,Paradisaea apoda,LC
Birds-of-paradise,Raggiana Bird-of-paradise,Paradisaea raggiana,LC
New Zealand wattlebirds,North Island Kokako,Callaeas wilsoni,NT
New Zealand wattlebirds,South Island Kokako,Callaeas cinereus,CR (PE)
New Zealand wattlebirds,North Island Saddleback,Philesturnus rufusater,NT
New Zealand wattlebirds,South Island Saddleback,Philesturnus carunculatus,NT
New Zealand wattlebirds,Huia,Heteralocha acutirostris,EX
Stitchbird,Stitchbird,Notiomystis cincta,VU
Berrypeckers and longbills,Obscure Berrypecker,Melanocharis arfakiana,LC
Berrypeckers and longbills,Black Berrypecker,Melanocharis nigra,LC
Berrypeckers and longbills,Mid-mountain Berrypecker,Melanocharis longicauda,LC
Berrypeckers and longbills,Fan-tailed Berrypecker,Melanocharis versteri,LC
Berrypeckers and longbills,Streaked Berrypecker,Melanocharis striativentris,LC
Berrypeckers and longbills,Thick-billed Berrypecker,Rhamphocharis crassirostris,LC
Berrypeckers and longbills,Spotted Berrypecker,Rhamphocharis piperata,LC
Berrypeckers and longbills,Spectacled Longbill,Oedistoma iliolophus,LC
Berrypeckers and longbills,Pygmy Longbill,Oedistoma pygmaeum,LC
Berrypeckers and longbills,Yellow-bellied Longbill,Toxorhamphus novaeguineae,LC
Berrypeckers and longbills,Slaty-headed Longbill,Toxorhamphus poliopterus,LC
Satinbirds,Loria's Satinbird,Cnemophilus loriae,LC
Satinbirds,Red Satinbird,Cnemophilus sanguineus,LC
Satinbirds,Yellow Satinbird,Cnemophilus macgregorii,LC
Satinbirds,Yellow-breasted Satinbird,Loboparadisea sericea,NT
Picathartes,White-necked Rockfowl,Picathartes gymnocephalus,VU
Picathartes,Grey-necked Rockfowl,Picathartes oreas,VU
Rail-babbler,Rail-babbler,Eupetes macrocerus,NT
Rockjumpers,Cape Rockjumper,Chaetops frenatus,NT
Rockjumpers,Drakensberg Rockjumper,Chaetops aurantius,NT
Australasian robins,Greater Ground-robin,Amalocichla sclateriana,LC
Australasian robins,Lesser Ground-robin,Amalocichla incerta,LC
Australasian robins,Green-backed Robin,Pachycephalopsis hattamensis,LC
Australasian robins,White-eyed Robin,Pachycephalopsis poliosoma,LC
Australasian robins,Garnet Robin,Eugerygone rubra,LC
Australasian robins,Subalpine Robin,Petroica bivittata,LC
Australasian robins,Snow Mountain Robin,Petroica archboldi,DD
Australasian robins,Rose Robin,Petroica rosea,LC
Australasian robins,Pink Robin,Petroica rodinogaster,LC
Australasian robins,Flame Robin,Petroica phoenicea,NT
Australasian robins,Scarlet Robin,Petroica boodang,LC
Australasian robins,Pacific Robin,Petroica pusilla,LC
Australasian robins,Norfolk Robin,Petroica multicolor,EN
Australasian robins,Red-capped Robin,Petroica goodenovii,LC
Australasian robins,New Zealand Tomtit,Petroica macrocephala,LC
Australasian robins,Snares Tomtit,Petroica dannefaerdi,VU
Australasian robins,Black Robin,Petroica traversi,EN
Australasian robins,North Island Robin,Petroica longipes,LC
Australasian robins,South Island Robin,Petroica australis,LC
Australasian robins,Yellow-legged Flyrobin,Kempiella griseoceps,LC
Australasian robins,Olive Flyrobin,Kempiella flavovirescens,LC
Australasian robins,Canary Flyrobin,Devioeca papuana,LC
Australasian robins,Yellow-bellied Robin,Cryptomicroeca flaviventris,LC
Australasian robins,Torrent Flyrobin,Monachella muelleriana,LC
Australasian robins,New Britain Flyrobin,Monachella coultasi,NT
Australasian robins,Kimberley Flyrobin,Microeca tormenti,LC
Australasian robins,Lemon-bellied Flyrobin,Microeca flavigaster,LC
Australasian robins,Tanimbar Flyrobin,Microeca hemixantha,NT
Australasian robins,Jacky Winter,Microeca fascinans,LC
Australasian robins,Papuan Scrub-robin,Drymodes beccarii,LC
Australasian robins,Northern Scrub-robin,Drymodes superciliaris,LC
Australasian robins,Southern Scrub-robin,Drymodes brunneopygia,LC
Australasian robins,Black-throated Robin,Plesiodryas albonotata,LC
Australasian robins,Black-chinned Robin,Poecilodryas brachyura,LC
Australasian robins,Black-sided Robin,Poecilodryas hypoleuca,LC
Australasian robins,White-browed Robin,Poecilodryas superciliosa,LC
Australasian robins,Buff-sided Robin,Poecilodryas cerviniventris,LC
Australasian robins,Ashy Robin,Heteromyias albispecularis,LC
Australasian robins,Black-capped Robin,Heteromyias armiti,LC
Australasian robins,Grey-headed Robin,Heteromyias cinereifrons,LC
Australasian robins,Banded Yellow Robin,Gennaeodryas placens,NT
Australasian robins,Eastern Yellow Robin,Eopsaltria australis,LC
Australasian robins,Western Yellow Robin,Eopsaltria griseogularis,LC
Australasian robins,White-breasted Robin,Quoyornis georgianus,LC
Australasian robins,White-faced Robin,Tregellasia leucops,LC
Australasian robins,Pale-yellow Robin,Tregellasia capito,LC
Australasian robins,Hooded Robin,Melanodryas cucullata,LC
Australasian robins,Dusky Robin,Melanodryas vittata,LC
Australasian robins,White-winged Robin,Peneothello sigillata,LC
Australasian robins,Smoky Robin,Peneothello cryptoleuca,LC
Australasian robins,Blue-grey Robin,Peneothello cyanus,LC
Australasian robins,White-rumped Robin,Peneothello bimaculata,LC
Australasian robins,Mangrove Robin,Peneoenanthe pulverulenta,LC
Hyliotas,Yellow-bellied Hyliota,Hyliota flavigaster,LC
Hyliotas,Usambara Hyliota,Hyliota usambara,EN
Hyliotas,Southern Hyliota,Hyliota australis,LC
Hyliotas,Violet-backed Hyliota,Hyliota violacea,LC
Fairy Flycatcher and allies,Fairy Flycatcher,Stenostira scita,LC
Fairy Flycatcher and allies,Yellow-bellied Fairy-fantail,Chelidorhynx hypoxanthus,LC
Fairy Flycatcher and allies,Grey-headed Canary-flycatcher,Culicicapa ceylonensis,LC
Fairy Flycatcher and allies,Citrine Canary-flycatcher,Culicicapa helianthea,LC
Fairy Flycatcher and allies,Dusky Crested-flycatcher,Elminia nigromitrata,LC
Fairy Flycatcher and allies,White-tailed Crested-flycatcher,Elminia albonotata,LC
Fairy Flycatcher and allies,White-bellied Crested-flycatcher,Elminia albiventris,LC
Fairy Flycatcher and allies,African Blue-flycatcher,Elminia longicauda,LC
Fairy Flycatcher and allies,White-tailed Blue-flycatcher,Elminia albicauda,LC
Tits and chickadees,Fire-capped Tit,Cephalopyrus flammiceps,LC
Tits and chickadees,Yellow-browed Tit,Sylviparus modestus,LC
Tits and chickadees,Sultan Tit,Melanochlora sultanea,LC
Tits and chickadees,Yellow-bellied Tit,Pardaliparus venustulus,LC
Tits and chickadees,Elegant Tit,Pardaliparus elegans,LC
Tits and chickadees,Palawan Tit,Pardaliparus amabilis,NT
Tits and chickadees,Coal Tit,Periparus ater,LC
Tits and chickadees,Rufous-naped Tit,Periparus rufonuchalis,LC
Tits and chickadees,Rufous-vented Tit,Periparus rubidiventris,LC
Tits and chickadees,Bridled Titmouse,Baeolophus wollweberi,LC
Tits and chickadees,Tufted Titmouse,Baeolophus bicolor,LC
Tits and chickadees,Black-crested Titmouse,Baeolophus atricristatus,LC
Tits and chickadees,Juniper Titmouse,Baeolophus ridgwayi,LC
Tits and chickadees,Oak Titmouse,Baeolophus inornatus,LC
Tits and chickadees,Grey-crested Tit,Lophophanes dichrous,LC
Tits and chickadees,Crested Tit,Lophophanes cristatus,LC
Tits and chickadees,White-fronted Tit,Sittiparus semilarvatus,NT
Tits and chickadees,Varied Tit,Sittiparus varius,LC
Tits and chickadees,Izu Tit,Sittiparus owstoni,EN
Tits and chickadees,Iriomote Tit,Sittiparus olivaceus,LC
Tits and chickadees,Chestnut-bellied Tit,Sittiparus castaneoventris,LC
Tits and chickadees,White-browed Tit,Poecile superciliosus,LC
Tits and chickadees,Sombre Tit,Poecile lugubris,LC
Tits and chickadees,Caspian Tit,Poecile hyrcanus,LC
Tits and chickadees,Rusty-breasted Tit,Poecile davidi,LC
Tits and chickadees,Marsh Tit,Poecile palustris,LC
Tits and chickadees,Black-bibbed Tit,Poecile hypermelaenus,LC
Tits and chickadees,Willow Tit,Poecile montanus,LC
Tits and chickadees,Carolina Chickadee,Poecile carolinensis,LC
Tits and chickadees,Black-capped Chickadee,Poecile atricapillus,LC
Tits and chickadees,Mountain Chickadee,Poecile gambeli,LC
Tits and chickadees,Mexican Chickadee,Poecile sclateri,LC
Tits and chickadees,Siberian Tit,Poecile cinctus,LC
Tits and chickadees,Boreal Chickadee,Poecile hudsonicus,LC
Tits and chickadees,Chestnut-backed Chickadee,Poecile rufescens,LC
Tits and chickadees,Eurasian Blue Tit,Cyanistes caeruleus,LC
Tits and chickadees,African Blue Tit,Cyanistes teneriffae,LC
Tits and chickadees,Azure Tit,Cyanistes cyanus,LC
Tits and chickadees,Ground Tit,Pseudopodoces humilis,LC
Tits and chickadees,Green-backed Tit,Parus monticolus,LC
Tits and chickadees,Great Tit,Parus major,LC
Tits and chickadees,White-naped Tit,Machlolophus nuchalis,VU
Tits and chickadees,Yellow Tit,Machlolophus holsti,NT
Tits and chickadees,Black-lored Tit,Machlolophus xanthogenys,LC
Tits and chickadees,Yellow-cheeked Tit,Machlolophus spilonotus,LC
Tits and chickadees,Rufous-bellied Tit,Melaniparus rufiventris,LC
Tits and chickadees,Cinnamon-breasted Tit,Melaniparus pallidiventris,LC
Tits and chickadees,White-bellied Tit,Melaniparus albiventris,LC
Tits and chickadees,Carp's Tit,Melaniparus carpi,LC
Tits and chickadees,Southern Black Tit,Melaniparus niger,LC
Tits and chickadees,Dark-eyed Black Tit,Melaniparus leucomelas,LC
Tits and chickadees,Pale-eyed Black Tit,Melaniparus guineensis,LC
Tits and chickadees,Dusky Tit,Melaniparus funereus,LC
Tits and chickadees,Miombo Tit,Melaniparus griseiventris,LC
Tits and chickadees,Stripe-breasted Tit,Melaniparus fasciiventer,LC
Tits and chickadees,Somali Tit,Melaniparus thruppi,LC
Tits and chickadees,Red-throated Tit,Melaniparus fringillinus,LC
Tits and chickadees,White-backed Black Tit,Melaniparus leuconotus,LC
Tits and chickadees,Grey Tit,Melaniparus afer,LC
Tits and chickadees,Ashy Tit,Melaniparus cinerascens,LC
Penduline-tits,Eurasian Penduline-tit,Remiz pendulinus,LC
Penduline-tits,Black-headed Penduline-tit,Remiz macronyx,LC
Penduline-tits,White-crowned Penduline-tit,Remiz coronatus,LC
Penduline-tits,Chinese Penduline-tit,Remiz consobrinus,LC
Penduline-tits,Sennar Penduline-tit,Anthoscopus punctifrons,LC
Penduline-tits,Yellow Penduline-tit,Anthoscopus parvulus,LC
Penduline-tits,Mouse-coloured Penduline-tit,Anthoscopus musculus,LC
Penduline-tits,Forest Penduline-tit,Anthoscopus flavifrons,LC
Penduline-tits,Grey Penduline-tit,Anthoscopus caroli,LC
Penduline-tits,Buff-bellied Penduline-Tit,Anthoscopus sylviella,LC
Penduline-tits,Cape Penduline-tit,Anthoscopus minutus,LC
Penduline-tits,Verdin,Auriparus flaviceps,LC
Larks,Greater Hoopoe-lark,Alaemon alaudipes,LC
Larks,Lesser Hoopoe-lark,Alaemon hamertoni,LC
Larks,Spike-heeled Lark,Chersomanes albofasciata,LC
Larks,Gray's Lark,Ammomanopsis grayi,LC
Larks,Short-clawed Lark,Certhilauda chuana,LC
Larks,Karoo Long-billed Lark,Certhilauda subcoronata,LC
Larks,Cape Long-billed Lark,Certhilauda curvirostris,LC
Larks,Eastern Long-billed Lark,Certhilauda semitorquata,LC
Larks,Dusky Lark,Pinarocorys nigricans,LC
Larks,Rufous-rumped Lark,Pinarocorys erythropygia,LC
Larks,Thick-billed Lark,Ramphocoris clotbey,LC
Larks,Bar-tailed Lark,Ammomanes cinctura,LC
Larks,Rufous-tailed Lark,Ammomanes phoenicura,LC
Larks,Desert Lark,Ammomanes deserti,LC
Larks,Black-eared Sparrow-lark,Eremopterix australis,LC
Larks,Chestnut-backed Sparrow-lark,Eremopterix leucotis,LC
Larks,Black-crowned Sparrow-lark,Eremopterix nigriceps,LC
Larks,Ashy-crowned Sparrow-lark,Eremopterix griseus,LC
Larks,Chestnut-headed Sparrow-lark,Eremopterix signatus,LC
Larks,Fischer's Sparrow-lark,Eremopterix leucopareia,LC
Larks,Grey-backed Sparrow-lark,Eremopterix verticalis,LC
Larks,Madagascar Lark,Eremopterix hova,LC
Larks,Sabota Lark,Calendulauda sabota,LC
Larks,Pink-breasted Lark,Calendulauda poecilosterna,LC
Larks,Foxy Lark,Calendulauda alopex,LC
Larks,Fawn-coloured Lark,Calendulauda africanoides,LC
Larks,Karoo Lark,Calendulauda albescens,LC
Larks,Red Lark,Calendulauda burra,VU
Larks,Dune Lark,Calendulauda erythrochlamys,LC
Larks,Rudd's Lark,Heteromirafra ruddi,EN
Larks,Liben Lark,Heteromirafra archeri,CR
Larks,Cape Clapper Lark,Mirafra apiata,LC
Larks,Eastern Clapper Lark,Mirafra fasciolata,LC
Larks,Collared Lark,Mirafra collaris,LC
Larks,Rufous-naped Lark,Mirafra africana,LC
Larks,Sharpe's Lark,Mirafra sharpii,EN
Larks,Red-winged Lark,Mirafra hypermetra,LC
Larks,Somali Lark,Mirafra somalica,LC
Larks,Ash's Lark,Mirafra ashi,EN
Larks,Angola Lark,Mirafra angolensis,LC
Larks,Flappet Lark,Mirafra rufocinnamomea,LC
Larks,Williams's Lark,Mirafra williamsi,LC
Larks,Friedmann's Lark,Mirafra pulpa,DD
Larks,Kordofan Lark,Mirafra cordofanica,LC
Larks,Monotonous Lark,Mirafra passerina,LC
Larks,White-tailed Lark,Mirafra albicauda,LC
Larks,Melodious Lark,Mirafra cheniana,LC
Larks,Horsfield's Bushlark,Mirafra javanica,LC
Larks,Burmese Bushlark,Mirafra microptera,LC
Larks,Bengal Bushlark,Mirafra assamica,LC
Larks,Indochinese Bushlark,Mirafra erythrocephala,LC
Larks,Indian Bushlark,Mirafra erythroptera,LC
Larks,Jerdon's Bushlark,Mirafra affinis,LC
Larks,Rusty Lark,Mirafra rufa,LC
Larks,Gillett's Lark,Mirafra gilletti,LC
Larks,Dupont's Lark,Chersophilus duponti,NT
Larks,Dunn's Lark,Eremalauda dunni,LC
Larks,Arabian Lark,Eremalauda eremodites,LC
Larks,Somali Short-toed Lark,Alaudala somalica,LC
Larks,Lesser Short-toed Lark,Alaudala rufescens,LC
Larks,Sand Lark,Alaudala raytal,LC
Larks,Bimaculated Lark,Melanocorypha bimaculata,LC
Larks,Calandra Lark,Melanocorypha calandra,LC
Larks,Black Lark,Melanocorypha yeltoniensis,LC
Larks,Tibetan Lark,Melanocorypha maxima,LC
Larks,Mongolian Lark,Melanocorypha mongolica,LC
Larks,Hume's Lark,Calandrella acutirostris,LC
Larks,Red-capped Lark,Calandrella cinerea,LC
Larks,Blanford's Lark,Calandrella blanfordi,LC
Larks,Rufous-capped Lark,Calandrella eremica,LC
Larks,Greater Short-toed Lark,Calandrella brachydactyla,LC
Larks,Eastern Short-toed Lark,Calandrella dukhunensis,LC
Larks,Temminck's Lark,Eremophila bilopha,LC
Larks,Horned Lark,Eremophila alpestris,LC
Larks,Woodlark,Lullula arborea,LC
Larks,Sclater's Lark,Spizocorys sclateri,NT
Larks,Stark's Lark,Spizocorys starki,LC
